"x" "y"
9.28813288536152 47.7460085651128
9.48173094318513 47.6767567209615
9.61337762250518 47.6234860716144
9.66758507869579 47.575542487202
9.66758507869579 47.5222718378549
9.7217925348864 47.500963578116
9.74502430182523 47.4157305391606
9.74502430182523 47.3358245651399
9.65984115638284 47.3038621755316
9.59788977787929 47.2399373963151
9.5824019332534 47.1973208768374
9.68307292332168 47.1174149028167
9.89990274808411 47.0907795781431
9.97734197121356 47.0321818638613
10.0083176604653 46.9842382794489
10.1244764951595 46.9576029547753
10.1786839513501 47.0215277339919
10.2406353298537 47.0055465391877
10.333562397609 47.074798383339
10.4110016207384 47.0588171885349
10.5658800669973 46.9842382794489
10.5813679116232 46.9309676301018
10.5736239893103 46.8404075262117
10.5349043777455 46.7445203573868
10.5194165331197 46.6965767729744
10.5968557562491 46.6646143833661
10.5426483000585 46.5314377599983
10.5039286884938 46.4621859158471
10.3645380868608 46.4834941755859
10.2251474852278 46.5048024353248
10.194171795976 46.4888212405206
10.2716110191054 46.4195693963694
10.2174035629148 46.3503175522181
10.2948427860443 46.2384491885891
10.2019157182889 46.1638702795032
10.0702690389689 46.1425620197643
9.96185412658767 46.1798514743073
9.89215882577117 46.2757386431321
9.83795136958056 46.2544303833933
9.72953645719934 46.2331221236544
9.59788977787929 46.222467993785
9.48173094318513 46.259757448328
9.39654779774274 46.3130280976751
9.35782818617802 46.2118138639156
9.27264504073563 46.1532161496337
9.18746189529324 46.0839643054825
9.14099836141558 46.0200395262659
9.15648620604147 45.9454606171799
9.15648620604147 45.8495734483551
9.09453482753791 45.7856486691386
8.99386383746964 45.7536862795303
8.87770500277548 45.7696674743344
8.80026577964603 45.8868629028981
8.68410694495187 45.9241523574411
8.68410694495187 46.0093853963965
8.60666772182243 46.0306936561354
8.5137406540671 46.0679831106783
8.39758181937293 46.1638702795032
8.33563044086938 46.2704115781974
8.26593514005288 46.2437762535239
8.24270337311405 46.1638702795032
8.18075199461049 46.0679831106783
8.08008100454222 45.9561147470494
7.95617824753511 45.9188252925064
7.92520255828333 45.8495734483551
7.84001941284095 45.8495734483551
7.69288488889501 45.8495734483551
7.59221389882673 45.8868629028981
7.47605506413257 45.8655546431593
7.28245700630896 45.8176110587469
7.10434679311124 45.8016298639427
7.01141972535591 45.8389193184857
6.90300481297469 45.9028440977022
6.8333095121582 45.9720959418535
6.73263852208992 46.0200395262659
6.73263852208992 46.0733101756131
6.68617498821225 46.110599630156
6.70166283283814 46.2491033184586
6.66294322127342 46.3236822275445
6.65519929896048 46.3662987470222
6.50806477501454 46.3503175522181
6.43836947419804 46.3183551626098
6.3609302510686 46.3077010327404
6.39964986263332 46.2331221236544
6.28349102793915 46.1265808249602
6.01245374698611 46.0360207210701
5.91178275691783 46.0786372405478
5.82659961147544 46.1585432145685
5.85757530072722 46.2544303833933
5.98147805773433 46.3077010327404
6.01245374698611 46.3609716820875
5.91178275691783 46.4462047210429
5.99696590236022 46.5474189548025
5.99696590236022 46.5953625392149
6.14410042630616 46.723212097648
6.32221063950388 46.7871368768645
6.35318632875565 46.8457345911464
6.29897887256504 46.96293001971
6.43062555188509 47.0321818638613
6.60099184276987 47.074798383339
6.58550399814398 47.112087837882
6.67843106589931 47.1973208768374
6.82556558984525 47.2505915261845
6.81007774521936 47.3038621755316
6.71715067746403 47.3358245651399
6.7636142113417 47.4476929287689
6.88751696834881 47.4690011885077
6.9572122691653 47.5542342274631
7.06562718154652 47.5648883573326
7.22824955011835 47.5595612923978
7.32117661787368 47.5062906430507
7.40635976331607 47.5808695521367
7.60770174345262 47.6714296560268
7.75483626739856 47.6661025910921
7.86325117977978 47.6607755261574
8.02587354835161 47.6554484612227
8.15752022767166 47.7140461755045
8.27367906236582 47.6714296560268
8.28916690699171 47.7406815001781
8.35886220780821 47.8632039936764
8.55246026563182 47.8738581235459
8.79252185733309 47.8578769287417
8.90868069202725 47.7779709547211
9.08679090522497 47.7832980196558
9.26490111842269 47.7673168248516
