"x" "y"
11.1068318840458 53.673246145184
10.6888814492595 46.6116561319576
30.053918261023 47.0585922087441
30.1932350726184 59.7515767894802
26.0137307247558 59.5728023587657
23.7846617392291 59.3046407126938
23.7846617392291 58.3213813437635
24.6205626088016 58.3213813437635
24.6205626088016 56.980573113404
23.5060281160382 56.5336370366175
22.5308104348703 57.5168964055478
21.8342263768932 57.3381219748332
20.9983255073207 56.8017986826894
21.2769591305115 55.1034415909008
19.6051573913665 54.2095694373278
18.4906228986031 54.6565055141143
17.5154052174352 54.7458927294716
14.4504353623359 54.1201822219705
12.2213663768092 53.9414077912559
