x y
16.142576061853994 61.00072302857188
15.934124412660928 61.01220656242494
15.758128478020119 61.060178238664776
15.680775649851327 61.13144491435554
15.654327682043817 61.22341942949842
15.230176747323283 61.51242239057512
15.159002893981922 61.6040571491375
15.069329302068862 61.492818707200854
14.917188763243251 61.50574781886977
14.80259998914564 61.50043705532885
14.748401315748952 61.51206137038068
14.647645196802129 61.5005528851862
14.684106456089118 61.54763335901884
14.657632711095696 61.601268760065636
14.500710053981965 61.630192605709595
14.414766966126878 61.58619280187312
14.356780818167204 61.61316956153278
14.201412121716846 61.63263182451648
13.983109602175686 61.63466857744912
13.89014265437085 61.651151473666985
13.61309432253839 61.67122517108171
13.564702419726867 61.655053813879654
13.506631077306587 61.691560770837185
13.514493522538485 61.73636359991869
13.41605482779153 61.82663826112019
13.209214459224842 61.93516214820921
13.371346545720181 62.01044924716457
13.322740885940753 62.0176350727138
13.29574337099687 62.06189107256732
13.159383698825446 62.0270664989251
13.03840705113101 62.08534274833502
12.940474725164355 62.146315551002445
12.795610697720852 62.23034943194653
12.61676255980558 62.22157888493713
12.3021547706724 62.26155456248194
12.050812528855047 62.615980662077675
12.130102724059837 62.75129344839128
12.074342797154854 62.90339446291392
12.196102109381624 62.99559983989956
11.962187448939147 63.2681079193604
12.197921622460438 63.47086381168246
12.132964176187187 63.58419796680895
12.272939238351585 63.659727912732365
12.29705774844197 63.71489687504528
12.36346134861534 63.75272016705502
12.657752716862968 63.97136461671948
12.8714996376715 64.0496928096842
13.179710034468947 64.09587029339768
13.280981525908787 64.08652560378505
13.706082584148067 64.04895638452992
13.962332017751486 64.01419218674604
14.162333092554835 64.20138596147504
14.129797514206697 64.40599032764655
14.123616723237026 64.46819621690717
14.078416247434962 64.4915919044059
13.915744790628057 64.51392438815502
13.662853551206338 64.58977543862416
14.210612724109383 65.06223895554278
14.330143128114841 65.13103682691572
14.37099782559982 65.26002975647947
14.500032456406798 65.31453505097257
14.50196601373954 65.45769867960291
14.543396606480865 65.69920638870622
14.638497526380029 65.82003090548567
14.53452016105711 66.13828177874683
14.980191045017502 66.14933620483153
15.037502512831802 66.15237658254205
15.483036538389547 66.29220192897301
15.464674983843159 66.35448805669817
15.388484126270248 66.48441305907076
15.634290948303203 66.59829888098757
15.997763748436805 66.878343108573
16.10591733430929 66.9293696239366
16.37537674434207 67.0196166021145
16.42461087850438 67.1687354132336
16.38985881880559 67.23262924061154
16.113912830531824 67.4213580621857
16.198688629462517 67.50792574305862
16.41646048362363 67.52292786934193
16.529483671153013 67.60441082226266
16.711395047811244 67.89264437018812
16.77008965682077 67.91331101734556
17.200698235271712 68.02926161855947
17.299180062411633 68.09669087822698
17.658469122752347 68.02297653468057
17.91729464277392 67.9449773453668
17.94531352631091 67.97791303801083
18.16606907693408 68.16887179451702
18.089971777582093 68.38227936841903
18.111507761574764 68.51375170240156
18.399303249681445 68.55909818582332
18.601309641764956 68.488996943663
18.980449245798784 68.50424914858469
19.913034767889883 68.3635272374207
20.24462592096863 68.49604966367512
19.951866134337845 68.55633457827311
20.082690521606605 68.59675965565836
20.233583842456063 68.67414086412133
20.342096983780543 68.80192767649623
20.320053713356177 68.91133826762295
20.11377907009059 69.02956821745877
20.593520283702105 69.04783491878425
20.80296845008307 69.02934883387154
20.882149723595454 68.98886744963177
20.941868088332118 68.97723497107339
20.91615714768354 68.95894577502865
20.863010416486887 68.93714600711353
20.93889079163402 68.90051949280753
21.022004635352836 68.90361957946371
21.243646033148863 68.8212456515509
21.30441807690944 68.76900035460912
21.365947480313444 68.77902558048848
21.42380564653191 68.76547236666919
21.432271711012707 68.70244649572446
21.512985659566706 68.68525730813056
21.624553602865326 68.6693025976959
21.729234773810408 68.63359385740084
21.715166182106042 68.60164301462771
21.84905592289479 68.59844515297293
22.014241019244015 68.55586269993036
22.01045978894264 68.52491251517256
22.03006928670586 68.4994414871159
22.126042841626532 68.4843065402837
22.234197535469473 68.48099212541484
22.31699481826515 68.48522659690784
22.35308389464367 68.4546389599965
22.40317800333703 68.47072020469459
22.58869037411364 68.43125118231026
22.624947027008535 68.44109109088514
22.661338029756546 68.41957346344623
22.762941251406943 68.39064580551803
22.79309872690944 68.40649126521426
22.843251106588053 68.39111799997586
22.8358801469439 68.36410579042585
